# {"t_start": 1586209892.0097115, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,125,1.516603
0.0,127,2.384194
2.0,202,3.866437
0.0,127,4.682558
0.0,129,5.293386
4.0,299,7.477799
4.0,321,9.568022
0.0,127,10.432009
4.0,297,12.307959
5.0,326,14.632238
2.0,200,15.886634
1.0,152,16.829117
0.0,127,17.830776
3.0,248,19.748163
0.0,129,20.773196
5.0,350,23.356874
9.0,404,26.637039
0.0,129,27.644381
0.0,129,28.661516
0.0,129,29.694452
2.0,202,31.338187
0.0,129,32.317192
0.0,127,32.974326
5.0,350,35.729645
5.0,350,38.675556
0.0,127,39.794181
4.0,297,42.348218
0.0,127,43.31971
2.0,198,44.799398
2.0,200,46.454132
4.0,278,48.654367
5.0,350,51.506902
0.0,127,52.532416
6.0,382,55.67075
2.0,202,57.093369
2.0,202,58.804747
2.0,200,60.23078
0.0,129,61.248638
2.0,202,62.916355
2.0,202,64.423725
5.0,350,67.393104
0.0,129,68.395943
4.0,297,71.036646
2.0,202,72.562037
6.0,397,75.77155
3.0,228,77.605986
1.0,175,78.836811
9.0,404,82.080518
2.0,223,83.942433
5.0,333,86.517259
1.0,177,88.05432
0.0,129,89.042657
5.0,350,91.696993
2.0,226,93.512666
3.0,254,95.457701
1.0,157,96.598549
1.0,174,97.810875
4.0,279,100.042387
10.0,433,103.531681
1.0,175,104.732721
0.0,129,105.702916
2.0,203,107.084321
4.0,266,109.140301
5.0,350,111.903425
0.0,129,112.866686
1.0,155,114.038856
6.0,399,117.153249
2.0,203,118.572196
0.0,129,119.560043
3.0,234,121.481113
11.0,472,125.032715
3.0,275,127.081968
2.0,184,128.635834
11.0,472,132.189419
14.0,418,135.606717
14.0,528,139.836881
3.0,224,141.435749
8.0,448,145.075115
0.0,127,145.757831
11.0,472,149.488957
6.0,359,152.299996
8.0,444,155.667279
12.0,321,158.47026
4.0,301,160.932151
17.0,603,166.640254
2.0,203,168.562638
3.0,233,170.707558
8.0,460,174.540731
6.0,369,177.859219
9.0,310,180.400184
0.0,129,181.439612
10.0,397,184.815371
0.0,129,185.8708
12.0,302,188.290466
3.0,251,190.498251
12.0,322,193.114964
6.0,358,196.459146
8.0,447,200.390707
11.0,471,204.567156
14.0,599,210.248826
8.0,299,212.496648
0.0,129,213.580766
13.0,568,218.719658
4.0,281,221.247971
5.0,371,224.81071
0.0,127,225.897326
6.0,341,228.612221
4.0,264,230.776703
12.0,302,233.50857
5.0,310,235.752547
5.0,293,237.905632
3.0,233,239.677061
0.0,129,240.634139
8.0,425,243.708531
19.0,654,248.62639
0.0,129,249.530557
0.0,127,250.422289
6.0,342,252.798149
17.0,623,257.596523
13.0,352,260.741444
3.0,213,262.271216
0.0,129,263.362695
9.0,326,266.152196
14.0,526,270.224416
6.0,335,272.682018
3.0,259,274.661312
8.0,458,278.013152
4.0,262,280.005254
8.0,299,282.399352
11.0,561,286.583279
12.0,302,288.692693
11.0,467,292.345774
1.0,174,293.478102
5.0,292,295.684738
20.0,682,300.695656
13.0,599,305.250153
12.0,482,308.825372
15.0,601,313.076237
8.0,422,316.161827
3.0,215,317.766194
7.0,375,320.531985
6.0,354,322.977819
7.0,386,325.992048
9.0,326,328.811969
14.0,417,331.89745
11.0,271,333.828573
8.0,442,337.060023
17.0,603,341.732899
4.0,299,343.830943
21.0,711,349.126317
15.0,532,353.191363
14.0,578,357.687827
15.0,451,361.050012
11.0,584,365.644462
9.0,496,369.577242
7.0,382,372.227396
7.0,451,375.740569
6.0,357,378.45869
14.0,569,382.49229
12.0,577,386.678211
15.0,536,390.618463
8.0,408,393.650898
9.0,448,397.137516
19.0,449,400.314264
11.0,545,404.452492
8.0,427,407.741943
18.0,649,412.599471
13.0,351,415.102766
12.0,322,417.875271
8.0,423,421.245182
14.0,497,425.416574
8.0,468,428.96896
19.0,746,434.590429
12.0,585,438.820773
8.0,483,442.679712
11.0,518,446.864552
9.0,476,450.228676
12.0,302,452.624441
13.0,371,455.348118
8.0,447,458.509254
12.0,629,463.251146
19.0,698,468.793739
14.0,583,472.957764
13.0,611,477.476066
26.0,731,482.930275
19.0,719,488.108805
12.0,302,490.738524
17.0,673,495.698713
13.0,551,499.885372
8.0,430,503.094578
23.0,706,508.638734
12.0,598,513.023271
15.0,582,517.471302
28.0,835,523.574828
26.0,768,529.447146
